equipmentid,vehicledescription,vehicle_type,dept_name,deptid,purchasedate,age2020,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type,replacement_vehicle_annual_maintenance
R512,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,8867,0,1023.6,0,103,0,R7411,Ford Fusion,36000,103,PHEV,1023.6
R513,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,10357,0,1023.6,0,103,0,R7412,Ford Fusion,36000,103,PHEV,1023.6
R514,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,21227,0,1023.6,0,103,0,R7413,Ford Fusion,36000,103,PHEV,1023.6
R515,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,15876,0,1023.6,0,103,0,R7414,Ford Fusion,36000,103,PHEV,1023.6
R516,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,13140,0,1023.6,0,103,0,R7415,Ford Fusion,36000,103,PHEV,1023.6
R517,Ford Fusion,PHEV,Permits and Development Management,10171715,12/31/2021,0,36000,36000,14685,0,1023.6,0,103,0,R7416,Ford Fusion,36000,103,PHEV,1023.6
R518,Ford Fusion,PHEV,Fire Department - Field Operations,10161606,12/31/2021,0,36000,36000,10066,0,1023.6,0,103,0,R7417,Ford Fusion,36000,103,PHEV,1023.6
R519,Ford Fusion,PHEV,Permits and Development Management,10171715,12/31/2021,0,36000,36000,6797,0,1023.6,0,103,0,R7418,Ford Fusion,36000,103,PHEV,1023.6
R520,Ford Fusion,PHEV,Fire Department - Fire Prevention,10161602,12/31/2021,0,36000,36000,12474,0,1023.6,0,103,0,R7419,Ford Fusion,36000,103,PHEV,1023.6
R521,Ford Fusion,PHEV,Permits and Development Management,10171715,12/31/2021,0,36000,36000,13363,0,1023.6,0,103,0,R7420,Ford Fusion,36000,103,PHEV,1023.6
R522,Ford Fusion,PHEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,36000,36000,8429,0,1023.6,0,103,0,R7421,Ford Fusion,36000,103,PHEV,1023.6
R523,Ford Fusion,PHEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,36000,36000,5021,0,1023.6,0,103,0,R7422,Ford Fusion,36000,103,PHEV,1023.6
R524,Ford Fusion,PHEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,36000,36000,12211,0,1023.6,0,103,0,R7423,Ford Fusion,36000,103,PHEV,1023.6
R525,Ford Fusion,PHEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,36000,36000,2408,0,1023.6,0,103,0,R7424,Ford Fusion,36000,103,PHEV,1023.6
R526,Ford Fusion,PHEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,36000,36000,6909,0,1023.6,0,103,0,R7425,Ford Fusion,36000,103,PHEV,1023.6
R527,Ford Fusion,PHEV,Permits and Development Management,10171715,12/31/2021,0,36000,36000,12225,0,1023.6,0,103,0,R7426,Ford Fusion,36000,103,PHEV,1023.6
R528,Ford Fusion,PHEV,OIT: Electronic Services/Telecommunications,10696904,12/31/2021,0,36000,36000,3368,0,1023.6,0,103,0,R7427,Ford Fusion,36000,103,PHEV,1023.6
R529,Ford Fusion,PHEV,DPW: Contracts/Construction Inspection,10707211,12/31/2021,0,36000,36000,11604,0,1023.6,0,103,0,R7428,Ford Fusion,36000,103,PHEV,1023.6
R530,Ford Fusion,PHEV,Fire Department - Fire Prevention,10161602,12/31/2021,0,36000,36000,5698,0,1023.6,0,103,0,R7429,Ford Fusion,36000,103,PHEV,1023.6
R531,Ford Fusion,PHEV,DPW: Safety Office,10707007,12/31/2021,0,36000,36000,9125,0,1023.6,0,103,0,R7430,Ford Fusion,36000,103,PHEV,1023.6
R532,Ford Fusion,PHEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,36000,36000,9400,0,1023.6,0,103,0,R7431,Ford Fusion,36000,103,PHEV,1023.6
R533,Ford Fusion,PHEV,Permits and Development Management,10171715,12/31/2021,0,36000,36000,12513,0,1023.6,0,103,0,R7432,Ford Fusion,36000,103,PHEV,1023.6
R534,Ford Fusion,PHEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,36000,36000,4114,0,1023.6,0,103,0,R7433,Ford Fusion,36000,103,PHEV,1023.6
R535,Ford Fusion,PHEV,Fire Department - Field Operations,10161606,12/31/2021,0,36000,36000,8775,0,1023.6,0,103,0,R7434,Ford Fusion,36000,103,PHEV,1023.6
R536,Ford F 150 XLT Super Crew,HEV,DEPS - SWM Facilities Inspection Program,005042XX22,12/31/2021,0,39000,39000,11446,0,1397.4,0,30.6,0,R7435,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R537,Ford F 150 XLT Super Crew,HEV,DEPS - Reforestation Program,005042XX21,12/31/2021,0,39000,39000,4308,0,1397.4,0,30.6,0,R7436,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R538,Ford F 450 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,71000,71000,7531,0,1147.2,0,10.7,0,R7437,Ford F 450 Super Duty XL,71000,10.7,ICE,1147.2
R539,Ford F 450 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,71000,71000,9412,0,1147.2,0,10.7,0,R7438,Ford F 450 Super Duty XL,71000,10.7,ICE,1147.2
R540,Ford F 450 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,71000,71000,8357,0,1147.2,0,10.7,0,R7439,Ford F 450 Super Duty XL,71000,10.7,ICE,1147.2
R541,Ford F 450 Super Duty XL,ICE,Property Management - Building Maintenance,10252502,12/31/2021,0,71000,71000,12696,0,1147.2,0,10.7,0,R7440,Ford F 450 Super Duty XL,71000,10.7,ICE,1147.2
R542,Ford F 150 XLT Super Crew,HEV,Fire Department - Operations,10161604,12/31/2021,0,39000,39000,2324,0,1397.4,0,30.6,0,R7441,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R543,Ford F 150 XLT Super Crew,HEV,Fire Department - Operations,10161604,12/31/2021,0,39000,39000,5063,0,1397.4,0,30.6,0,R7442,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R544,Ford F 150 XLT Super Crew,HEV,Fire Department - Operations,10161604,12/31/2021,0,39000,39000,6063,0,1397.4,0,30.6,0,R7443,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R545,Ford F 150 XLT Super Crew,HEV,Fire Department - Operations,10161604,12/31/2021,0,39000,39000,6398,0,1397.4,0,30.6,0,R7444,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R546,Ford F 150 XLT Super Crew,HEV,Fire Department - Operations,10161604,12/31/2021,0,39000,39000,6228,0,1397.4,0,30.6,0,R7445,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R547,Ford F 150 XLT Super Crew,HEV,Fire Department - Operations,10161604,12/31/2021,0,39000,39000,5242,0,1397.4,0,30.6,0,R7446,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R548,Chevrolet Suburban,ICE,Police Department - Operations,10151506,12/31/2021,0,56500,56500,4647,0,1092.8,0,18,0,R7447,Chevrolet Suburban,56500,18,ICE,1092.8
R549,Chevrolet Suburban,ICE,County Sheriff,10181801,12/31/2021,0,56500,56500,18189,0,1092.8,0,18,0,R7448,Chevrolet Suburban,56500,18,ICE,1092.8
R550,Chevrolet Suburban,ICE,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,56500,56500,6851,0,1092.8,0,18,0,R7449,Chevrolet Suburban,56500,18,ICE,1092.8
R551,Chevrolet Suburban,ICE,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,56500,56500,20730,0,1092.8,0,18,0,R7450,Chevrolet Suburban,56500,18,ICE,1092.8
R552,Chevrolet Suburban,ICE,Department of Health (Animal Control),10303007,12/31/2021,0,56500,56500,6751,0,1092.8,0,18,0,R7451,Chevrolet Suburban,56500,18,ICE,1092.8
R553,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,16504,0,1397.4,0,30.6,0,R7452,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R554,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,6705,0,1397.4,0,30.6,0,R7453,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R555,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,14270,0,1397.4,0,30.6,0,R7454,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R556,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,7220,0,1397.4,0,30.6,0,R7455,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R557,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,10998,0,1397.4,0,30.6,0,R7456,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R558,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,13888,0,1397.4,0,30.6,0,R7457,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R559,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,10781,0,1397.4,0,30.6,0,R7458,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R560,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,13001,0,1397.4,0,30.6,0,R7459,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R561,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,11998,0,1513.2,0,66,0,R7460,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R562,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,12577,0,1175,0,90,0,R7461,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R563,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,16155,0,1175,0,90,0,R7462,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R564,Ford Mustang Mach-E AWD Extended,EV,Police Department - Community Resources,10151508,12/31/2021,0,36000,36000,21622,0,1175,0,90,0,R7463,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R565,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3067,0,1175,0,90,0,R7464,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R566,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,6669,0,1175,0,90,0,R7465,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R567,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,6148,0,1175,0,90,0,R7466,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R568,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,8874,0,1175,0,90,0,R7467,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R569,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4492,0,1175,0,90,0,R7468,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R570,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,10518,0,1175,0,90,0,R7469,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R571,Ford Mustang Mach-E AWD Extended,EV,County Sheriff,10181801,12/31/2021,0,36000,36000,12698,0,1175,0,90,0,R7470,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R572,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3105,0,1175,0,90,0,R7471,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R573,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,6466,0,1175,0,90,0,R7472,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R574,Ford Mustang Mach-E AWD Extended,EV,County Sheriff,10181801,12/31/2021,0,36000,36000,11665,0,1175,0,90,0,R7473,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R575,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,11321,0,1175,0,90,0,R7474,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R576,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,10100,0,1175,0,90,0,R7475,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R577,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,1194,0,1175,0,90,0,R7476,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R578,Ford Mustang Mach-E AWD Extended,EV,County Sheriff,10181801,12/31/2021,0,36000,36000,7559,0,1175,0,90,0,R7477,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R579,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,9319,0,1175,0,90,0,R7478,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R580,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,8663,0,1175,0,90,0,R7479,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R581,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,6734,0,1175,0,90,0,R7480,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R582,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4966,0,1175,0,90,0,R7481,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R583,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3459,0,1175,0,90,0,R7482,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R584,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7874,0,1175,0,90,0,R7483,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R585,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,10638,0,1175,0,90,0,R7484,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R586,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3787,0,1175,0,90,0,R7485,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R587,Ford Mustang Mach-E AWD Extended,EV,Police Department - Support Operations,10151507,12/31/2021,0,36000,36000,20183,0,1175,0,90,0,R7486,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R588,Ford Mustang Mach-E AWD Extended,EV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,15831,0,1175,0,90,0,R7487,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R589,Ford Mustang Mach-E AWD Extended,EV,Police Department - Community Resources,10151508,12/31/2021,0,36000,36000,6939,0,1175,0,90,0,R7488,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R590,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,14508,0,1175,0,90,0,R7489,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R591,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,10901,0,1175,0,90,0,R7490,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R592,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7123,0,1175,0,90,0,R7491,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R593,Ford Mustang Mach-E AWD Extended,EV,Police Department - Support Operations,10151507,12/31/2021,0,36000,36000,22868,0,1175,0,90,0,R7492,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R594,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,12085,0,1175,0,90,0,R7493,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R595,Chrysler Pacifica Hybrid,HEV,Police Department - Operations,10151506,12/31/2021,0,40000,40000,13629,0,984.6,0,82,0,R7494,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R596,Chrysler Pacifica Hybrid,HEV,Police Department - Operations,10151506,12/31/2021,0,40000,40000,13274,0,984.6,0,82,0,R7495,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R597,Chrysler Pacifica Hybrid,HEV,Police Department - Operations,10151506,12/31/2021,0,40000,40000,6114,0,984.6,0,82,0,R7496,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R598,Chrysler Pacifica Hybrid,HEV,Department of Aging (Facilities),10343405,12/31/2021,0,40000,40000,4344,0,984.6,0,82,0,R7497,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R599,Chrysler Pacifica Hybrid,HEV,Fire Department - Fire Rescue Academy,10161607,12/31/2021,0,40000,40000,8133,0,984.6,0,82,0,R7498,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R600,Chrysler Pacifica Hybrid,HEV,DPW: Safety Office,10707007,12/31/2021,0,40000,40000,3983,0,984.6,0,82,0,R7499,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R601,Ford E-450,EV,DPW: Bureau of Transportation Specialized Transp,005070XX22,12/31/2021,0,105000,105000,9846,0,1823,0,33.7,0,R7500,Ford E-450,105000,33.7,EV,1823
R602,Ford E-450,EV,DPW: Bureau of Transportation Rural Transp,005070XX23,12/31/2021,0,105000,105000,9932,0,1823,0,33.7,0,R7501,Ford E-450,105000,33.7,EV,1823
R603,Ford Transit 350HD Passenger Van,EV,County Sheriff,10181801,12/31/2021,0,46000,46000,13415,0,1529.4,0,66,0,R7502,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R604,Ford Transit 350HD Passenger Van,EV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,18990,0,1529.4,0,66,0,R7503,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R605,Ford Transit 350HD Passenger Van,EV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,26091,0,1529.4,0,66,0,R7504,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R606,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3156,0,1023.6,0,103,0,R7505,Ford Fusion,36000,103,PHEV,1023.6
R607,Ford Transit 350HD Cargo Van,EV,DPW: Contracts/Construction Inspection,10707211,12/31/2021,0,46000,46000,14089,0,1513.2,0,66,0,R7506,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R608,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,10702,0,1397.4,0,30.6,0,R7507,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R609,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,15205,0,1513.2,0,66,0,R7508,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R610,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,8990,0,1513.2,0,66,0,R7509,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R611,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,5372,0,1513.2,0,66,0,R7510,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R612,Ford Transit 350HD Cargo Van,EV,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,12/31/2021,0,46000,46000,10135,0,1513.2,0,66,0,R7511,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R613,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,12295,0,1513.2,0,66,0,R7512,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R614,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,5941,0,1513.2,0,66,0,R7513,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R615,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,10196,0,1513.2,0,66,0,R7514,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R616,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,14559,0,1513.2,0,66,0,R7515,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R617,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,5493,0,1513.2,0,66,0,R7516,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R618,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,5194,0,1513.2,0,66,0,R7517,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R619,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,4699,0,1513.2,0,66,0,R7518,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R620,Ford Transit 350HD Cargo Van,EV,Police Department - Support Operations,10151507,12/31/2021,0,46000,46000,17475,0,1513.2,0,66,0,R7519,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R621,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,9102,0,1513.2,0,66,0,R7520,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R622,Ford Transit 350HD Passenger Van,EV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,46000,46000,2666,0,1529.4,0,66,0,R7521,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R623,Ford Transit 350HD Passenger Van,EV,DPW: Solid Waste Management (Refuse Disposal),10707603,12/31/2021,0,46000,46000,7431,0,1529.4,0,66,0,R7522,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R624,Ford Transit 350HD Passenger Van,EV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,46000,46000,6781,0,1529.4,0,66,0,R7523,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R625,Ford Transit 350HD Passenger Van,EV,Bureau of Corrections,10080801,12/31/2021,0,46000,46000,4622,0,1529.4,0,66,0,R7524,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R626,Ford F 450 Super Duty XL,ICE,Property Management - Building Maintenance,10252502,12/31/2021,0,71000,71000,13832,0,1147.2,0,10.7,0,R7525,Ford F 450 Super Duty XL,71000,10.7,ICE,1147.2
R627,Ford F 450 Super Duty XL,ICE,Property Management - Building Maintenance,10252502,12/31/2021,0,71000,71000,14096,0,1147.2,0,10.7,0,R7526,Ford F 450 Super Duty XL,71000,10.7,ICE,1147.2
R628,Ford F 450 Super Duty XL,ICE,Property Management - Building Maintenance,10252502,12/31/2021,0,71000,71000,10337,0,1147.2,0,10.7,0,R7527,Ford F 450 Super Duty XL,71000,10.7,ICE,1147.2
R629,Ford F 450 Super Duty XL,ICE,Property Management - Building Maintenance,10252502,12/31/2021,0,71000,71000,8173,0,1147.2,0,10.7,0,R7528,Ford F 450 Super Duty XL,71000,10.7,ICE,1147.2
R630,Ford F 450 Super Duty XL,ICE,Property Management - Building Maintenance,10252502,12/31/2021,0,71000,71000,6690,0,1147.2,0,10.7,0,R7529,Ford F 450 Super Duty XL,71000,10.7,ICE,1147.2
