equipmentid,vehicledescription,vehicle_type,dept_name,deptid,purchasedate,age2020,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type
30366,2010 FORD FUSION',ICE,Police Department - Operations,10151506,5/29/09,11,16649.00,6000.00,"6,559","75,108",920.63,6662.91,25,635.17,R496,Ford Fusion,36000,103,PHEV
30372,2010 FORD FUSION',ICE,Police Department - Community Resources,10151508,5/29/09,11,16649.00,6000.00,"13,967","127,437",736.93,8846.94,25,1352.56,R497,Ford Fusion,36000,103,PHEV
30374,2010 FORD FUSION',ICE,Police Department - Investigative Services,10151503,5/29/09,11,16649.00,6000.00,"12,012","126,846",2382.87,9619.32,25,1163.24,R498,Ford Fusion,36000,103,PHEV
30375,2010 FORD FUSION',ICE,Police Department - Operations,10151506,5/29/09,11,16649.00,6000.00,"6,032","69,956",179.87,4559.93,25,584.14,R499,Ford Fusion,36000,103,PHEV
30379,2010 FORD FUSION',ICE,Police Department - Investigative Services,10151503,5/29/09,11,16649.00,6000.00,"14,695","135,399",2783.88,14377.12,25,1423.06,R500,Ford Fusion,36000,103,PHEV
30381,2009 FORD MINI BUS',ICE,DPW: Bureau of Transportation,10707704,5/20/09,11,55569.42,20000.00,"13,615","196,099",5734.01,52556.12,6,5493.65,R501,Ford E-450,105000,33.7,EV
30382,2009 FORD MINI BUS',ICE,Department of Aging (Specialized Transportation),005034XX27,5/20/09,11,55569.42,20000.00,"9,357","196,263",4667.82,52737.06,6,3775.55,R502,Ford E-450,105000,33.7,EV
30384,2008 CHEVROLET VAN CARGO',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,6/16/09,11,14483.00,7000.00,"10,209","108,316",1220.06,11364.07,15,1647.73,R503,Ford Transit 350HD Cargo Van,46000,66,EV
30385,2008 CHEVROLET SILVERADO',ICE,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,6/19/09,11,24310.75,11000.00,"10,628","93,663",463.63,11085.69,17,1513.55,R504,Ford F 150 XLT Super Crew,39000,30.6,HEV
30386,2009 CHEVROLET IMPALA',ICE,Police Department - Office of the Chief,10151501,7/8/09,11,16620.00,5000.00,"5,692","104,282",679.37,6055.80,21,656.21,R505,Ford Fusion,36000,103,PHEV
30388,2009 CHEVROLET IMPALA',ICE,Fire Department - Fire Prevention,10161602,7/8/09,11,16620.00,5000.00,"7,672","152,843",374.34,9499.91,21,884.47,R506,Ford Fusion,36000,103,PHEV
30389,2009 CHEVROLET IMPALA',ICE,Police Department - Investigative Services,10151503,7/8/09,11,16620.00,5000.00,"13,891","123,196",3955.50,15031.40,21,1601.43,R507,Ford Fusion,36000,103,PHEV
30390,2009 CHEVROLET IMPALA',ICE,Police Department - Investigative Services,10151503,7/8/09,11,16620.00,5000.00,"13,059","137,471",384.31,9381.03,21,1505.52,R508,Ford Fusion,36000,103,PHEV
30393,2009 CHEVROLET IMPALA',ICE,Police Department - Investigative Services,10151503,7/8/09,11,16620.00,5000.00,"15,694","153,428",905.82,11020.48,21,1809.29,R509,Ford Fusion,36000,103,PHEV
30394,2009 CHEVROLET IMPALA',ICE,Police Department - Operations,10151506,7/8/09,11,16620.00,5000.00,"2,453","99,443",473.70,9931.37,21,282.80,R510,Ford Fusion,36000,103,PHEV
30397,2009 CHEVROLET IMPALA',ICE,Police Department - Operations,10151506,7/8/09,11,16620.00,5000.00,"8,546","124,647",2241.23,12333.84,21,985.23,R511,Ford Fusion,36000,103,PHEV
30404,2009 CHEVROLET IMPALA',ICE,Police Department - Operations,10151506,7/8/09,11,16620.00,5000.00,"8,867","135,997",3825.50,14647.99,21,1022.24,R512,Ford Fusion,36000,103,PHEV
30407,2009 CHEVROLET IMPALA',ICE,Police Department - Operations,10151506,7/8/09,11,16620.00,5000.00,"10,357","73,825",4681.97,9335.54,21,1194.01,R513,Ford Fusion,36000,103,PHEV
30408,2009 CHEVROLET IMPALA',ICE,Police Department - Investigative Services,10151503,7/8/09,11,16620.00,5000.00,"21,227","141,612",926.47,9782.87,21,2447.17,R514,Ford Fusion,36000,103,PHEV
30410,2009 CHEVROLET IMPALA',ICE,Police Department - Operations,10151506,7/8/09,11,16620.00,5000.00,"15,876","94,678",330.79,5873.39,21,1830.28,R515,Ford Fusion,36000,103,PHEV
30411,2009 CHEVROLET IMPALA',ICE,Police Department - Investigative Services,10151503,7/8/09,11,16620.00,5000.00,"13,140","114,751",5291.80,12778.97,21,1514.85,R516,Ford Fusion,36000,103,PHEV
30414,2009 DODGE NITRO',ICE,Permits and Development Management,10171715,8/25/09,11,18475.88,6000.00,"14,685","138,935",1742.19,13533.79,17,2091.32,R517,Ford Fusion,36000,103,PHEV
30415,2009 DODGE NITRO',ICE,Fire Department - Field Operations,10161606,8/25/09,11,18475.88,6000.00,"10,066","123,636",1383.54,9595.73,17,1433.52,R518,Ford Fusion,36000,103,PHEV
30416,2009 DODGE NITRO',ICE,Permits and Development Management,10171715,8/25/09,11,18475.88,6000.00,"6,797","149,252",744.56,11172.23,17,967.97,R519,Ford Fusion,36000,103,PHEV
30417,2009 DODGE NITRO',ICE,Fire Department - Fire Prevention,10161602,8/25/09,11,18475.88,6000.00,"12,474","146,998",3363.65,15159.72,17,1776.44,R520,Ford Fusion,36000,103,PHEV
30418,2009 DODGE NITRO',ICE,Permits and Development Management,10171715,8/25/09,11,18475.88,6000.00,"13,363","142,134",579.02,13537.72,17,1903.05,R521,Ford Fusion,36000,103,PHEV
30419,2009 DODGE NITRO',ICE,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/25/09,11,18475.88,6000.00,"8,429","82,688",407.89,6505.93,17,1200.39,R522,Ford Fusion,36000,103,PHEV
30420,2009 DODGE NITRO',ICE,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/25/09,11,18475.88,6000.00,"5,021","85,395",3507.01,9856.71,17,715.05,R523,Ford Fusion,36000,103,PHEV
30421,2009 DODGE NITRO',ICE,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/25/09,11,18475.88,6000.00,"12,211","108,197",1068.45,8948.40,17,1738.99,R524,Ford Fusion,36000,103,PHEV
30422,2009 DODGE NITRO',ICE,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/25/09,11,18475.88,6000.00,"2,408","68,301",960.62,7625.74,17,342.93,R525,Ford Fusion,36000,103,PHEV
30423,2009 DODGE NITRO',ICE,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/25/09,11,18475.88,6000.00,"6,909","65,250",3879.97,9042.81,17,983.92,R526,Ford Fusion,36000,103,PHEV
30424,2009 DODGE NITRO',ICE,Permits and Development Management,10171715,8/25/09,11,18475.88,6000.00,"12,225","165,264",546.04,14215.51,17,1740.98,R527,Ford Fusion,36000,103,PHEV
30425,2009 DODGE NITRO',ICE,OIT: Electronic Services/Telecommunications,10696904,8/25/09,11,18475.88,6000.00,"3,368","42,939",355.85,1959.18,17,479.64,R528,Ford Fusion,36000,103,PHEV
30426,2009 DODGE NITRO',ICE,DPW: Contracts/Construction Inspection,10707211,8/25/09,11,18475.88,6000.00,"11,604","128,560",1215.63,12047.19,17,1652.55,R529,Ford Fusion,36000,103,PHEV
30427,2009 DODGE NITRO',ICE,Fire Department - Fire Prevention,10161602,8/25/09,11,18475.88,6000.00,"5,698","131,109",1143.73,8546.60,17,811.46,R530,Ford Fusion,36000,103,PHEV
30428,2009 DODGE NITRO',ICE,DPW: Safety Office,10707007,8/25/09,11,18475.88,6000.00,"9,125","109,159",2393.88,12891.19,17,1299.51,R531,Ford Fusion,36000,103,PHEV
30429,2009 DODGE NITRO',ICE,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/25/09,11,18475.88,6000.00,"9,400","103,902",427.70,5982.21,17,1338.67,R532,Ford Fusion,36000,103,PHEV
30430,2009 DODGE NITRO',ICE,Permits and Development Management,10171715,8/25/09,11,18475.88,6000.00,"12,513","128,995",4943.56,13741.49,17,1782.00,R533,Ford Fusion,36000,103,PHEV
30432,2009 DODGE NITRO',ICE,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/25/09,11,18475.88,6000.00,"4,114","103,559",458.92,6603.15,17,585.88,R534,Ford Fusion,36000,103,PHEV
30433,2009 DODGE NITRO',ICE,Fire Department - Field Operations,10161606,8/25/09,11,18475.88,6000.00,"8,775","130,719",1484.26,11804.65,17,1249.66,R535,Ford Fusion,36000,103,PHEV
30440,2009 CHEVROLET SILVERADO',ICE,DEPS - SWM Facilities Inspection Program,005042XX22,9/9/09,11,24093.00,12000.00,"11,446","137,611",316.76,9289.88,20,1385.54,R536,Ford F 150 XLT Super Crew,39000,30.6,HEV
30441,2009 CHEVROLET SILVERADO',ICE,DEPS - Reforestation Program,005042XX21,9/9/09,11,24093.00,12000.00,"4,308","93,156",42.97,6123.60,20,521.48,R537,Ford F 150 XLT Super Crew,39000,30.6,HEV
30443,2010 FORD F450',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,9/23/09,11,35502.00,12000.00,"7,531","74,000",1015.03,5849.34,10,1823.26,R538,Ford F 450 Super Duty XL,71000,10.7,ICE
30444,2010 FORD F450',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,9/23/09,11,35502.00,12000.00,"9,412","98,023",740.80,10611.75,10,2278.65,R539,Ford F 450 Super Duty XL,71000,10.7,ICE
30445,2010 FORD F450',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,9/23/09,11,35502.00,12000.00,"8,357","123,856",2466.48,9168.23,10,2023.23,R540,Ford F 450 Super Duty XL,71000,10.7,ICE
30446,2010 FORD F450',ICE,Property Management - Building Maintenance,10252502,9/23/09,11,35502.00,12000.00,"12,696","97,472",753.26,6944.38,10,3073.70,R541,Ford F 450 Super Duty XL,71000,10.7,ICE
30447,2009 CHEVROLET SILVERADO',ICE,Fire Department - Operations,10161604,10/7/09,11,27588.00,12000.00,"2,324","48,065",125.72,4928.49,20,281.32,R542,Ford F 150 XLT Super Crew,39000,30.6,HEV
30448,2009 CHEVROLET SILVERADO',ICE,Fire Department - Operations,10161604,10/7/09,11,27588.00,12000.00,"5,063","49,803",785.71,6268.79,20,612.88,R543,Ford F 150 XLT Super Crew,39000,30.6,HEV
30449,2009 CHEVROLET SILVERADO',ICE,Fire Department - Operations,10161604,10/7/09,11,27588.00,12000.00,"6,063","49,621",484.36,5210.82,20,733.93,R544,Ford F 150 XLT Super Crew,39000,30.6,HEV
30450,2009 CHEVROLET SILVERADO',ICE,Fire Department - Operations,10161604,10/7/09,11,27588.00,12000.00,"6,398","53,470",727.85,6180.95,20,774.48,R545,Ford F 150 XLT Super Crew,39000,30.6,HEV
30451,2009 CHEVROLET SILVERADO',ICE,Fire Department - Operations,10161604,10/7/09,11,27588.00,12000.00,"6,228","49,137",78.46,4508.43,20,753.90,R546,Ford F 150 XLT Super Crew,39000,30.6,HEV
30452,2009 CHEVROLET SILVERADO',ICE,Fire Department - Operations,10161604,10/7/09,11,27588.00,12000.00,"5,242","49,542",519.63,5948.38,20,634.54,R547,Ford F 150 XLT Super Crew,39000,30.6,HEV
30453,2009 CHEVROLET SUBURBAN',ICE,Police Department - Operations,10151506,10/1/09,11,31798.00,5500.00,"4,647","85,353",769.17,13840.10,16,703.15,R548,Chevrolet Suburban,56500,18,ICE
30454,2009 CHEVROLET SUBURBAN',ICE,County Sheriff,10181801,10/1/09,11,31798.00,5500.00,"18,189","153,620",5898.49,17347.64,16,2752.22,R549,Chevrolet Suburban,56500,18,ICE
30455,2009 CHEVROLET SUBURBAN',ICE,Police Department - Administrative/Technical Services,10151502,10/1/09,11,31798.00,5500.00,"6,851","114,307",1897.96,23525.41,16,1036.64,R550,Chevrolet Suburban,56500,18,ICE
30457,2009 CHEVROLET SUBURBAN',ICE,Police Department - Administrative/Technical Services,10151502,10/1/09,11,31798.00,5500.00,"20,730","248,118",2865.47,23530.30,16,3136.71,R551,Chevrolet Suburban,56500,18,ICE
30458,2009 CHEVROLET SUBURBAN',ICE,Department of Health (Animal Control),10303007,10/1/09,11,31798.00,5500.00,"6,751","82,691",697.08,13864.44,16,1021.51,R552,Chevrolet Suburban,56500,18,ICE
30459,2009 CHEVROLET SILVERADO',ICE,DPW: Highways/General Oper/Maintenance,10707502,10/1/09,11,29073.00,12000.00,"16,504","157,742",7259.17,26446.56,20,1997.81,R553,Ford F 150 XLT Super Crew,39000,30.6,HEV
30460,2009 CHEVROLET SILVERADO',ICE,DPW: Highways/General Oper/Maintenance,10707502,10/14/09,11,29073.00,12000.00,"6,705","70,711",2850.46,12299.96,20,811.64,R554,Ford F 150 XLT Super Crew,39000,30.6,HEV
30462,2009 CHEVROLET SILVERADO',ICE,DPW: Highways/General Oper/Maintenance,10707502,11/5/09,11,29073.00,12000.00,"14,270","131,615",2991.07,13191.44,20,1727.38,R555,Ford F 150 XLT Super Crew,39000,30.6,HEV
30463,2009 CHEVROLET SILVERADO',ICE,DPW: Highways/General Oper/Maintenance,10707502,11/5/09,11,29073.00,12000.00,"7,220","106,441",673.28,13060.51,20,873.98,R556,Ford F 150 XLT Super Crew,39000,30.6,HEV
30464,2009 CHEVROLET SILVERADO',ICE,DPW: Highways/General Oper/Maintenance,10707502,11/5/09,11,29073.00,12000.00,"10,998","128,449",2193.49,21855.39,20,1331.31,R557,Ford F 150 XLT Super Crew,39000,30.6,HEV
30465,2009 CHEVROLET SILVERADO',ICE,DPW: Highways/General Oper/Maintenance,10707502,10/14/09,11,29073.00,12000.00,"13,888","122,092",3815.35,16859.22,20,1681.14,R558,Ford F 150 XLT Super Crew,39000,30.6,HEV
30466,2009 CHEVROLET SILVERADO',ICE,DPW: Highways/General Oper/Maintenance,10707502,11/18/09,11,29073.00,12000.00,"10,781","134,626",2919.48,18064.30,20,1305.04,R559,Ford F 150 XLT Super Crew,39000,30.6,HEV
30471,2009 CHEVROLET SILVERADO',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,11/18/09,11,32854.00,12000.00,"13,001","152,842",2667.34,14362.41,20,1573.77,R560,Ford F 150 XLT Super Crew,39000,30.6,HEV
30474,2009 CHEVROLET VAN CARGO',ICE,Property Management - Building Maintenance,10252502,1/19/10,10,15595.09,7500.00,"11,998","120,619",877.11,9522.05,12,2420.60,R561,Ford Transit 350HD Cargo Van,46000,66,EV
30475,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,1/29/10,10,22272.00,6000.00,"12,577","182,554",1961.55,18898.11,19,1602.57,R562,Ford Mustang Mach-E AWD Extended,36000,90,EV
30480,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/4/10,10,22272.00,6000.00,"16,155","169,308",3366.72,21969.61,19,2058.49,R563,Ford Mustang Mach-E AWD Extended,36000,90,EV
30482,2010 FORD CROWN VICTORIA',ICE,Police Department - Community Resources,10151508,2/4/10,10,22272.00,6000.00,"21,622","142,912",1492.28,17633.17,19,2755.10,R564,Ford Mustang Mach-E AWD Extended,36000,90,EV
30483,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/4/10,10,22272.00,6000.00,"3,067","140,333",876.98,17439.96,19,390.80,R565,Ford Mustang Mach-E AWD Extended,36000,90,EV
30486,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/17/10,10,22272.00,6000.00,"6,669","139,610",2914.36,21554.94,19,849.77,R566,Ford Mustang Mach-E AWD Extended,36000,90,EV
30492,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/17/10,10,22272.00,6000.00,"6,148","157,851",1178.04,25756.30,19,783.38,R567,Ford Mustang Mach-E AWD Extended,36000,90,EV
30499,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/19/10,10,22272.00,6000.00,"8,874","72,395",2519.73,10310.01,19,1130.73,R568,Ford Mustang Mach-E AWD Extended,36000,90,EV
30503,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/19/10,10,22272.00,6000.00,"4,492","145,253",212.95,17449.26,19,572.38,R569,Ford Mustang Mach-E AWD Extended,36000,90,EV
30507,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/18/10,10,22272.00,6000.00,"10,518","154,221",2391.86,23495.39,19,1340.21,R570,Ford Mustang Mach-E AWD Extended,36000,90,EV
30508,2010 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,2/18/10,10,22272.00,6000.00,"12,698","42,749",669.05,4431.41,19,1617.99,R571,Ford Mustang Mach-E AWD Extended,36000,90,EV
30510,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/18/10,10,22272.00,6000.00,"3,105","136,690",1166.72,18386.10,19,395.64,R572,Ford Mustang Mach-E AWD Extended,36000,90,EV
30511,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/18/10,10,22272.00,6000.00,"6,466","139,166",613.18,13956.78,19,823.90,R573,Ford Mustang Mach-E AWD Extended,36000,90,EV
30513,2010 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,2/18/10,10,22272.00,6000.00,"11,665","126,531",1619.38,10095.38,19,1486.37,R574,Ford Mustang Mach-E AWD Extended,36000,90,EV
30516,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/23/10,10,22272.00,6000.00,"11,321","104,136",5117.87,14995.01,19,1442.53,R575,Ford Mustang Mach-E AWD Extended,36000,90,EV
30521,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/23/10,10,22272.00,6000.00,"10,100","90,531",1207.84,9302.51,19,1286.95,R576,Ford Mustang Mach-E AWD Extended,36000,90,EV
30524,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/23/10,10,22272.00,6000.00,"1,194","173,618",597.56,29745.05,19,152.14,R577,Ford Mustang Mach-E AWD Extended,36000,90,EV
30525,2010 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,2/24/10,10,22272.00,6000.00,"7,559","190,150",2266.63,28399.43,19,963.18,R578,Ford Mustang Mach-E AWD Extended,36000,90,EV
30529,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/24/10,10,22272.00,6000.00,"9,319","88,744",1960.98,9092.62,19,1187.44,R579,Ford Mustang Mach-E AWD Extended,36000,90,EV
30531,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/24/10,10,22272.00,6000.00,"8,663","88,169",875.52,14339.14,19,1103.85,R580,Ford Mustang Mach-E AWD Extended,36000,90,EV
30546,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/2/10,10,22272.00,6000.00,"6,734","170,358",1249.67,24880.63,19,858.05,R581,Ford Mustang Mach-E AWD Extended,36000,90,EV
30553,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/3/10,10,22272.00,6000.00,"4,966","144,749",5.74,18652.42,19,632.77,R582,Ford Mustang Mach-E AWD Extended,36000,90,EV
30560,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/3/10,10,22272.00,6000.00,"3,459","157,339",2615.46,17340.97,19,440.75,R583,Ford Mustang Mach-E AWD Extended,36000,90,EV
30568,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/4/10,10,22272.00,6000.00,"7,874","137,404",2423.20,21301.39,19,1003.31,R584,Ford Mustang Mach-E AWD Extended,36000,90,EV
30574,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/24/10,10,22272.00,6000.00,"10,638","67,359",356.26,5906.34,19,1355.51,R585,Ford Mustang Mach-E AWD Extended,36000,90,EV
30577,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/2/10,10,22272.00,6000.00,"3,787","169,667",412.46,13257.33,19,482.54,R586,Ford Mustang Mach-E AWD Extended,36000,90,EV
30579,2010 FORD CROWN VICTORIA',ICE,Police Department - Support Operations,10151507,2/2/10,10,22272.00,6000.00,"20,183","180,702",2034.24,16610.32,19,2571.74,R587,Ford Mustang Mach-E AWD Extended,36000,90,EV
30580,2010 FORD CROWN VICTORIA',ICE,Police Department - Investigative Services,10151503,2/2/10,10,22272.00,6000.00,"15,831","174,951",1415.03,11960.38,19,2017.20,R588,Ford Mustang Mach-E AWD Extended,36000,90,EV
30583,2010 FORD CROWN VICTORIA',ICE,Police Department - Community Resources,10151508,3/4/10,10,22272.00,6000.00,"6,939","70,787",305.51,6316.69,19,884.17,R589,Ford Mustang Mach-E AWD Extended,36000,90,EV
30584,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/9/10,10,22272.00,6000.00,"14,508","150,658",3116.38,23311.83,19,1848.62,R590,Ford Mustang Mach-E AWD Extended,36000,90,EV
30585,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/2/10,10,22272.00,6000.00,"10,901","135,279",2103.92,20353.62,19,1389.02,R591,Ford Mustang Mach-E AWD Extended,36000,90,EV
30587,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/19/10,10,22272.00,6000.00,"7,123","125,696",496.08,12876.01,19,907.62,R592,Ford Mustang Mach-E AWD Extended,36000,90,EV
30589,2010 FORD CROWN VICTORIA',ICE,Police Department - Support Operations,10151507,3/3/10,10,22272.00,6000.00,"22,868","242,420",2737.57,16363.39,19,2913.86,R593,Ford Mustang Mach-E AWD Extended,36000,90,EV
30591,2010 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/2/10,10,22272.00,6000.00,"12,085","123,375",4880.49,12920.01,19,1539.88,R594,Ford Mustang Mach-E AWD Extended,36000,90,EV
30599,2010 DODGE Grand Caravan',ICE,Police Department - Operations,10151506,3/17/10,10,18551.00,7000.00,"13,629","86,062",848.89,5959.60,19,1736.62,R595,Chrysler Pacifica Hybrid,40000,82,HEV
30601,2010 DODGE Grand Caravan',ICE,Police Department - Operations,10151506,3/1/10,10,18551.00,7000.00,"13,274","113,019",5638.65,18780.15,19,1691.39,R596,Chrysler Pacifica Hybrid,40000,82,HEV
30602,2010 DODGE Grand Caravan',ICE,Police Department - Operations,10151506,3/1/10,10,18551.00,7000.00,"6,114","67,951",327.09,5377.33,19,779.05,R597,Chrysler Pacifica Hybrid,40000,82,HEV
30606,2010 DODGE Grand Caravan',ICE,Department of Aging (Facilities),10343405,3/17/10,10,18551.00,7000.00,"4,344","92,577",842.84,6301.72,19,553.52,R598,Chrysler Pacifica Hybrid,40000,82,HEV
30608,2010 DODGE Grand Caravan',ICE,Fire Department - Fire Rescue Academy,10161607,3/17/10,10,18551.00,7000.00,"8,133","100,367",1016.47,5703.34,19,1036.32,R599,Chrysler Pacifica Hybrid,40000,82,HEV
30609,2010 DODGE Grand Caravan',ICE,DPW: Safety Office,10707007,4/20/10,10,18551.00,7000.00,"3,983","78,282",1581.66,7235.60,19,507.52,R600,Chrysler Pacifica Hybrid,40000,82,HEV
30612,2010 FORD MINI BUS',ICE,DPW: Bureau of Transportation Specialized Transp,005070XX22,2/24/10,10,55569.42,22000.00,"9,846","183,256",9001.10,48456.60,6,3972.86,R601,Ford E-450,105000,33.7,EV
30613,2010 FORD MINI BUS',ICE,DPW: Bureau of Transportation Rural Transp,005070XX23,2/24/10,10,55569.42,22000.00,"9,932","171,073",5833.52,52491.85,6,4007.56,R602,Ford E-450,105000,33.7,EV
