equipmentid,vehicledescription,vehicle_type,dept_name,deptid,purchasedate,age2020,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type
30096,2008 GMC VAN-CW UTIL BOD',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,8/26/08,12,29743.00,6000.00,"8,868","165,086",731.59,22786.99,15,1431.30,R372,Ford E-450 Cutaway,150000,33.7,EV
30098,2008 GMC VAN-CW UTIL BOD',ICE,Property Management - Building Maintenance,10252502,8/26/08,12,29743.00,6000.00,"10,046","119,671",1234.75,15743.50,15,1621.42,R373,Ford E-450 Cutaway,150000,33.7,EV
30099,2008 GMC VAN-CW UTIL BOD',ICE,Property Management - Building Maintenance,10252502,8/26/08,12,29743.00,6000.00,"9,174","99,642",622.76,8745.34,15,1480.68,R374,Ford E-450 Cutaway,150000,33.7,EV
30100,2008 GMC VAN-CW UTIL BOD',ICE,Property Management - Building Maintenance,10252502,8/26/08,12,29743.00,6000.00,"12,763","113,958",627.03,13602.15,15,2059.95,R375,Ford E-450 Cutaway,150000,33.7,EV
30101,2008 GMC VAN-CW UTIL BOD',ICE,Property Management - Building Maintenance,10252502,8/26/08,12,29743.00,6000.00,"11,543","110,079",1202.87,10611.08,15,1863.04,R376,Ford E-450 Cutaway,150000,33.7,EV
30102,2008 GMC VAN-CW UTIL BOD',ICE,Property Management - Building Maintenance,10252502,8/26/08,12,29743.00,6000.00,"8,148","123,487",1833.60,16830.40,15,1315.09,R377,Ford E-450 Cutaway,150000,33.7,EV
30103,2008 GMC VAN-CW UTIL BOD',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/26/08,12,29658.00,6000.00,"7,331","179,871",2270.58,23605.74,15,1183.22,R378,Ford E-450 Cutaway,150000,33.7,EV
30104,2008 GMC VAN-CW UTIL BOD',ICE,DPW: Traffic Engineering,10707702,8/26/08,12,29658.00,6000.00,"7,907","91,572",912.01,11859.61,15,1276.19,R379,Ford E-450 Cutaway,150000,33.7,EV
30105,2008 GMC VAN-CW UTIL BOD',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/26/08,12,29658.00,6000.00,"9,531","92,475",1114.30,8580.11,15,1538.30,R380,Ford E-450 Cutaway,150000,33.7,EV
30107,2008 GMC VAN-CW UTIL BOD',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,9/19/08,12,29743.00,6000.00,"4,672","127,328",5.66,12629.81,15,754.06,R381,Ford E-450 Cutaway,150000,33.7,EV
30108,2008 GMC VAN-CW UTIL BOD',ICE,Property Management - Building Maintenance,10252502,9/19/08,12,29743.00,6000.00,"12,313","102,356",991.14,14445.62,15,1987.32,R382,Ford E-450 Cutaway,150000,33.7,EV
30109,2008 GMC VAN-CW UTIL BOD',ICE,Property Management - Building Maintenance,10252502,9/19/08,12,29658.00,6000.00,"8,412","140,499",1996.98,17986.66,15,1357.70,R383,Ford E-450 Cutaway,150000,33.7,EV
30110,2008 GMC VAN-CW UTIL BOD',ICE,Property Management - Grounds and Rec Maintenance,10252504,9/19/08,12,29658.00,6000.00,"6,522","127,031",840.37,13004.85,15,1052.65,R384,Ford E-450 Cutaway,150000,33.7,EV
30115,2008 CHEVROLET 3/4 TON PU',ICE,DPW: Solid Waste Management (Refuse Disposal),10707603,8/28/08,12,22746.00,11000.00,"6,273","208,768",2866.82,28209.31,17,893.35,R385,Ford F 150 XLT Super Crew,39000,30.6,HEV
30117,2008 CHEVROLET 3/4 TON PU',ICE,DPW: Solid Waste Management (Refuse Collection),10707602,8/28/08,12,22746.00,11000.00,"14,186","161,646",1098.53,15651.12,17,2020.25,R386,Ford F 150 XLT Super Crew,39000,30.6,HEV
30118,2008 CHEVROLET 3/4 TON PU',ICE,DPW: Solid Waste Management (Refuse Disposal),10707603,8/28/08,12,23175.00,11000.00,"6,730","146,067",2214.55,16820.65,17,958.43,R387,Ford F 150 XLT Super Crew,39000,30.6,HEV
30121,2008 CHEVROLET UPLANDER',ICE,Board of Election Supervisors,10050501,9/12/08,12,17386.00,4000.00,"4,869","101,554",159.07,5396.32,19,620.41,R388,Ford Escape,29000,39,HEV
30122,2008 CHEVROLET UPLANDER',ICE,Housing Office,005057XX21,9/12/08,12,17386.00,4000.00,"4,430","120,487",1121.35,13201.10,19,564.48,R389,Ford Escape,29000,39,HEV
30126,2008 CHEVROLET VAN CARGO',ICE,Department of Health (Animal Control),10303007,9/30/08,12,32050.00,7000.00,"1,231","163,362",632.29,18295.36,15,198.68,R390,Ford Transit 350HD Cargo Van,46000,66,EV
30128,2008 CHEVROLET 3/4 TON PU',ICE,Fire Department - Operations,10161604,10/8/08,12,26920.00,11000.00,"4,133","56,269",536.36,9987.98,17,588.59,R391,Ford F 150 XLT Super Crew,39000,30.6,HEV
30129,2008 CHEVROLET 3/4 TON PU',ICE,Fire Department - Operations,10161604,10/8/08,12,26920.00,11000.00,"5,694","49,317",1239.25,6059.10,17,810.89,R392,Ford F 150 XLT Super Crew,39000,30.6,HEV
30130,2008 CHEVROLET 3/4 TON PU',ICE,Fire Department - Operations,10161604,10/8/08,12,26920.00,11000.00,"4,582","43,058",861.29,6196.82,17,652.53,R393,Ford F 150 XLT Super Crew,39000,30.6,HEV
30131,2008 CHEVROLET 3/4 TON PU',ICE,Fire Department - Operations,10161604,10/8/08,12,26920.00,11000.00,"4,597","36,410",339.56,4933.67,17,654.67,R394,Ford F 150 XLT Super Crew,39000,30.6,HEV
30132,2008 GMC VAN CARGO',ICE,Property Management - Building Maintenance,10252502,10/8/08,12,21453.00,4000.00,"8,992","142,155",785.45,14647.14,15,1451.31,R395,Ford Transit 350HD Cargo Van,46000,66,EV
30133,2008 GMC VAN CARGO',ICE,Property Management - Building Maintenance,10252502,10/8/08,12,21453.00,4000.00,"6,419","78,329",314.94,8233.27,15,1036.03,R396,Ford Transit 350HD Cargo Van,46000,66,EV
30134,2008 GMC VAN CARGO',ICE,DPW: Traffic Planning,10707701,10/8/08,12,22278.00,4000.00,"5,752","113,612",181.44,9558.71,15,928.37,R397,Ford Transit 350HD Cargo Van,46000,66,EV
30135,2008 GMC VAN CARGO',ICE,Property Management - Building Maintenance,10252502,10/8/08,12,22278.00,4000.00,"12,042","153,067",1196.87,10655.61,15,1943.58,R398,Ford Transit 350HD Cargo Van,46000,66,EV
30136,2008 GMC VAN CARGO',ICE,Property Management - Building Maintenance,10252502,10/17/08,12,19874.00,4000.00,"12,823","52,879",515.50,4346.65,15,2069.63,R399,Ford Transit 350HD Cargo Van,46000,66,EV
30137,2008 GMC VAN CARGO',ICE,Property Management - Building Oper. & Mgmt.,10252503,10/17/08,12,19874.00,4000.00,"5,554","83,541",871.85,4995.49,15,896.42,R400,Ford Transit 350HD Cargo Van,46000,66,EV
30138,2008 GMC VAN CARGO',ICE,Parking Enforcement Unit,10060602,10/17/08,12,19874.00,4000.00,"7,363","137,695",3029.95,15335.09,15,1188.39,R401,Ford Transit 350HD Cargo Van,46000,66,EV
30139,2008 GMC VAN CARGO',ICE,Property Management - Building Oper. & Mgmt.,10252503,10/17/08,12,19874.00,4000.00,"11,580","105,960",78.82,7591.07,15,1869.01,R402,Ford Transit 350HD Cargo Van,46000,66,EV
30142,"2008 CHEVROLET VAN,PRISONER TP'",ICE,Police Department - Operations,10151506,10/31/08,12,23522.00,6000.00,"12,222","86,729",518.06,6156.87,15,1972.63,R403,Ford Transit 350HD Passenger Van,46000,66,EV
30144,2008 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,11/14/08,12,28395.00,11000.00,"2,284","95,886",1394.40,10047.02,17,325.27,R404,Ford F 150 XLT Super Crew,39000,30.6,HEV
30146,2008 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,11/14/08,12,28395.00,11000.00,"9,279","143,219",730.64,15113.56,17,1321.44,R405,Ford F 150 XLT Super Crew,39000,30.6,HEV
30150,2008 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,11/25/08,12,28395.00,11000.00,"11,777","110,921",2690.88,12496.24,17,1677.18,R406,Ford F 150 XLT Super Crew,39000,30.6,HEV
30151,2008 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,11/25/08,12,28395.00,11000.00,"6,062","111,202",753.35,9694.36,17,863.30,R407,Ford F 150 XLT Super Crew,39000,30.6,HEV
30152,2008 CHEVROLET 3/4 TON PU',ICE,DPW: Highways/General Oper/Maintenance,10707502,11/25/08,12,28395.00,11000.00,"15,895","153,517",3534.39,18245.67,17,2263.64,R408,Ford F 150 XLT Super Crew,39000,30.6,HEV
30153,2008 CHEVROLET 3/4 TON PU',ICE,DPW: Highways/General Oper/Maintenance,10707502,11/25/08,12,28395.00,11000.00,"10,175","124,993",6082.02,22366.75,17,1449.04,R409,Ford F 150 XLT Super Crew,39000,30.6,HEV
30155,2008 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/4/08,12,20734.00,11000.00,"12,935","156,783",1098.92,10356.98,17,1842.10,R410,Ford F 150 XLT Super Crew,39000,30.6,HEV
30156,2008 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/4/08,12,20734.00,11000.00,"9,530","150,445",2453.37,10626.95,17,1357.18,R411,Ford F 150 XLT Super Crew,39000,30.6,HEV
30158,2008 CHEVROLET 3/4 TON PU',ICE,DPW: Highways/General Oper/Maintenance,10707502,12/15/08,12,28395.00,11000.00,"5,291","106,089",1836.26,15107.91,17,753.50,R412,Ford F 150 XLT Super Crew,39000,30.6,HEV
30160,2009 CHEVROLET SUBURBAN',ICE,Police Department - Investigative Services,10151503,12/1/08,12,50154.00,5500.00,"12,088","195,555",1267.96,17765.62,16,1829.07,R413,Chevrolet Suburban,56500,18,ICE
30163,2009 CHEVROLET VAN 12PSG',ICE,DPW: Safety Office,10707007,1/15/09,11,26425.00,7500.00,"10,384","111,755",696.24,9109.97,14,1795.69,R414,Ford Transit 350HD Passenger Van,46000,66,EV
30164,2009 CHEVROLET VAN 12PSG',ICE,Dept. of Social Services,BS001-2190,1/15/09,11,26175.00,7500.00,"5,580","61,372",615.09,4250.28,14,964.97,R415,Ford Transit 350HD Passenger Van,46000,66,EV
30165,2009 CHEVROLET VAN 12PSG',ICE,Dept. of Social Services,BS001-2190,1/15/09,11,26175.00,7500.00,"3,332","67,625",195.93,7149.32,14,576.20,R416,Ford Transit 350HD Passenger Van,46000,66,EV
30166,2009 CHEVROLET VAN 12PSG',ICE,Police Department - Administrative/Technical Services,10151502,1/15/09,11,26175.00,7500.00,"1,695","70,476",525.05,9953.57,14,293.11,R417,Ford Transit 350HD Passenger Van,46000,66,EV
30167,2009 CHEVROLET VAN 12PSG',ICE,Police Department - Administrative/Technical Services,10151502,1/15/09,11,26175.00,7500.00,"4,010","46,270",195.95,6474.83,14,693.44,R418,Ford Transit 350HD Passenger Van,46000,66,EV
30168,2008 DODGE Grand Caravan',ICE,Police Department - Administrative/Technical Services,10151502,1/16/09,11,12672.63,5500.00,"23,263","150,829",2968.37,21701.06,19,2964.20,R419,Chrysler Pacifica Hybrid,40000,82,HEV
30172,2009 FORD ROLLBACK',ICE,Vehicle Operations and Maintenance,210101003,12/31/08,12,62640.00,30000.00,"10,806","211,820",10366.96,69310.34,6,4360.22,R420,Ford F 550 Rollback,75900,6,ICE
30176,2009 FORD FOCUS',ICE,Permits and Development Management,10171715,3/16/09,11,12421.95,5500.00,"13,758","133,935",4261.70,15508.31,27,1233.63,R421,Chevrolet Bolt EV,31300,106,EV
30177,2009 FORD FOCUS',ICE,Property Management - Building Oper. & Mgmt.,10252503,3/16/09,11,12421.95,5500.00,"15,485","107,842",333.91,8048.32,27,1388.49,R422,Chevrolet Bolt EV,31300,106,EV
30178,2009 FORD FOCUS',ICE,Fire Department - Fire Prevention,10161602,3/16/09,11,12421.95,5500.00,"6,569","105,687",984.26,6840.26,27,589.02,R423,Chevrolet Bolt EV,31300,106,EV
30179,2009 FORD FOCUS',ICE,Permits and Development Management,10171715,3/16/09,11,12421.95,5500.00,"6,726","118,951",1930.96,7618.30,27,603.10,R424,Chevrolet Bolt EV,31300,106,EV
30180,2009 FORD FOCUS',ICE,Department of Health (Substance Abuse),005030XX67,3/16/09,11,12421.95,5500.00,"3,586","112,751",2312.98,9193.11,27,321.54,R425,Chevrolet Bolt EV,31300,106,EV
30181,2009 FORD FOCUS',ICE,DPW: Traffic Planning,10707701,3/16/09,11,12421.95,5500.00,"14,875","136,238",2330.54,7409.27,27,1333.79,R426,Chevrolet Bolt EV,31300,106,EV
30183,2009 FORD FOCUS',ICE,Department of Health (Mental Health Core Services),005030XX75,3/16/09,11,12421.95,5500.00,"3,682","85,086",71.43,8653.94,27,330.15,R427,Chevrolet Bolt EV,31300,106,EV
30184,2009 FORD FOCUS',ICE,Department of Health (Environmental Health Services),10303005,3/16/09,11,12421.95,5500.00,"1,707","80,748",22.54,4030.64,27,153.06,R428,Chevrolet Bolt EV,31300,106,EV
30185,2009 FORD FOCUS',ICE,Department of Health (Environmental Health Services),10303005,3/16/09,11,12421.95,5500.00,"4,084","81,026",577.29,5139.05,27,366.20,R429,Chevrolet Bolt EV,31300,106,EV
30186,2009 FORD FOCUS',ICE,Department of Health (Environmental Health Services),10303005,3/16/09,11,12421.95,5500.00,989,"93,298",1119.43,6415.68,27,88.68,R430,Chevrolet Bolt EV,31300,106,EV
30187,2009 FORD FOCUS',ICE,Permits and Development Management,10171715,3/16/09,11,12421.95,5500.00,"3,120","80,666",577.29,4242.96,27,279.76,R431,Chevrolet Bolt EV,31300,106,EV
30189,2009 FORD FOCUS',ICE,Department of Health (Environmental Health Services),10303005,3/16/09,11,12421.95,5500.00,"3,313","91,864",584.92,4785.55,27,297.07,R432,Chevrolet Bolt EV,31300,106,EV
30190,2009 FORD FOCUS',ICE,Housing Office,005057XX21,3/16/09,11,12421.95,5500.00,"4,892","95,199",349.19,5332.87,27,438.65,R433,Chevrolet Bolt EV,31300,106,EV
30191,2009 FORD FOCUS',ICE,DPW: Traffic Planning,10707701,3/16/09,11,12421.95,5500.00,"11,466","88,038",524.84,6803.69,27,1028.12,R434,Chevrolet Bolt EV,31300,106,EV
30192,2009 FORD FOCUS',ICE,Department of Health (Environmental Health Services),10303005,3/16/09,11,12421.95,5500.00,"2,770","67,172",449.97,4156.07,27,248.38,R435,Chevrolet Bolt EV,31300,106,EV
30193,2009 FORD FOCUS',ICE,Department of Health (Environmental Health Services),10303005,3/16/09,11,12421.95,5500.00,"6,607","87,467",946.15,4928.54,27,592.43,R436,Chevrolet Bolt EV,31300,106,EV
30194,2009 FORD FOCUS',ICE,Property Management - Building Oper. & Mgmt.,10252503,3/16/09,11,12421.95,5500.00,"2,563","79,558",230.89,6118.86,27,229.82,R437,Chevrolet Bolt EV,31300,106,EV
30195,2009 HONDA CIVIC',HEV,Fire Department - Fire Prevention,10161602,3/16/09,11,20759.00,6000.00,"11,474","110,552",502.32,8480.00,29,957.88,R438,Ford Fusion,36000,103,PHEV
30196,2009 HONDA CIVIC',HEV,Fire Department - Fire Prevention,10161602,3/16/09,11,20759.00,6000.00,"4,997","84,099",427.35,4697.66,29,417.16,R439,Ford Fusion,36000,103,PHEV
30197,2009 HONDA CIVIC',HEV,Fire Department - Fire Prevention,10161602,3/16/09,11,20759.00,6000.00,"9,910","89,553",411.74,5780.21,29,827.31,R440,Ford Fusion,36000,103,PHEV
30198,2009 HONDA CIVIC',HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,3/16/09,11,20759.00,6000.00,"3,210","83,360",450.27,13225.63,29,267.98,R441,Ford Fusion,36000,103,PHEV
30199,2009 HONDA CIVIC',HEV,Housing Office,005057XX21,3/16/09,11,20759.00,6000.00,"6,669","103,049",1240.70,8047.90,29,556.75,R442,Ford Fusion,36000,103,PHEV
30200,2009 HONDA CIVIC',HEV,Housing Office,005057XX21,3/16/09,11,20759.00,6000.00,"7,250","93,275",842.01,4961.68,29,605.25,R443,Ford Fusion,36000,103,PHEV
30201,2009 HONDA CIVIC',HEV,Cigarette Restoration/Tobacco Program,50301525,3/16/09,11,20759.00,6000.00,"5,359","110,248",747.11,9776.91,29,447.38,R444,Ford Fusion,36000,103,PHEV
30202,2009 HONDA CIVIC',HEV,DPW: Traffic Planning,10707701,3/16/09,11,20759.00,6000.00,"8,861","96,020",3222.03,7672.38,29,739.74,R445,Ford Fusion,36000,103,PHEV
30203,2009 HONDA CIVIC',HEV,Department of Health (Acute Communicable Disease Control),10303004,3/16/09,11,20759.00,6000.00,"9,359","128,112",1506.52,6850.04,29,781.32,R446,Ford Fusion,36000,103,PHEV
30204,2009 HONDA CIVIC',HEV,Department of Health (Home Health Services),10303013,3/16/09,11,20759.00,6000.00,"9,827","70,529",2072.26,5822.94,29,820.39,R447,Ford Fusion,36000,103,PHEV
30207,2009 FORD CROWN VICTORIA',ICE,Police Department - Investigative Services,10151503,3/23/09,11,22352.00,6000.00,"17,287","144,411",1194.17,18298.27,19,2202.73,R448,Ford Mustang Mach-E AWD Extended,36000,90,EV
30210,2009 FORD CROWN VICTORIA',ICE,Police Department - Investigative Services,10151503,4/27/09,11,22352.00,6000.00,"13,781","152,248",527.37,11254.00,19,1755.99,R449,Ford Mustang Mach-E AWD Extended,36000,90,EV
30211,2009 FORD CROWN VICTORIA',ICE,Fire Department - Field Operations,10161606,5/13/09,11,22352.00,6000.00,"21,557","130,548",1486.95,6872.99,19,2746.82,R450,Ford Mustang Mach-E AWD Extended,36000,90,EV
30212,2009 FORD CROWN VICTORIA',ICE,Police Department - Investigative Services,10151503,4/28/09,11,22352.00,6000.00,"10,108","85,089",1732.54,7575.89,19,1287.97,R451,Ford Mustang Mach-E AWD Extended,36000,90,EV
30214,2009 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,4/28/09,11,22352.00,6000.00,"8,985","157,172",952.54,8878.01,19,1144.88,R452,Ford Mustang Mach-E AWD Extended,36000,90,EV
30216,2009 FORD CROWN VICTORIA',ICE,Police Department - Investigative Services,10151503,5/14/09,11,22352.00,6000.00,"14,321","88,456",2452.16,9202.35,19,1824.80,R453,Ford Mustang Mach-E AWD Extended,36000,90,EV
30221,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,4/28/09,11,22352.00,6000.00,"5,541","154,700",609.68,11326.25,19,706.04,R454,Ford Mustang Mach-E AWD Extended,36000,90,EV
30226,2009 FORD CROWN VICTORIA',ICE,Police Department - Investigative Services,10151503,4/29/09,11,22352.00,6000.00,"22,847","198,004",744.88,12065.97,19,2911.19,R455,Ford Mustang Mach-E AWD Extended,36000,90,EV
30228,2009 FORD CROWN VICTORIA',ICE,Police Department - Community Resources,10151508,4/29/09,11,22352.00,6000.00,"18,085","162,969",3883.30,16469.32,19,2304.41,R456,Ford Mustang Mach-E AWD Extended,36000,90,EV
30230,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/12/09,11,22352.00,6000.00,"8,083","155,709",2156.12,10598.80,19,1029.94,R457,Ford Mustang Mach-E AWD Extended,36000,90,EV
30232,2009 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,5/13/09,11,22352.00,6000.00,"8,128","184,288",522.16,13312.53,19,1035.68,R458,Ford Mustang Mach-E AWD Extended,36000,90,EV
30233,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/12/09,11,22352.00,6000.00,"7,681","170,206",1664.33,15706.83,19,978.72,R459,Ford Mustang Mach-E AWD Extended,36000,90,EV
30241,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,4/22/09,11,22287.00,6000.00,"4,095","148,931",17.78,21850.09,19,521.79,R460,Ford Mustang Mach-E AWD Extended,36000,90,EV
30242,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,4/22/09,11,22287.00,6000.00,"4,994","127,045",693.00,18539.39,19,636.34,R461,Ford Mustang Mach-E AWD Extended,36000,90,EV
30244,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,4/22/09,11,22287.00,6000.00,"29,856","64,458",3324.07,6507.25,19,3804.28,R462,Ford Mustang Mach-E AWD Extended,36000,90,EV
30248,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,4/22/09,11,22287.00,6000.00,"10,507","100,952",2519.24,8583.81,19,1338.81,R463,Ford Mustang Mach-E AWD Extended,36000,90,EV
30257,2009 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,4/27/09,11,22287.00,6000.00,"11,390","113,736",1597.84,13619.10,19,1451.33,R464,Ford Mustang Mach-E AWD Extended,36000,90,EV
30259,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,4/27/09,11,22287.00,6000.00,"4,906","56,671",884.40,8245.81,19,625.13,R465,Ford Mustang Mach-E AWD Extended,36000,90,EV
30261,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/5/09,11,22287.00,6000.00,"18,198","81,135",2465.83,11720.90,19,2318.81,R466,Ford Mustang Mach-E AWD Extended,36000,90,EV
30262,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,4/27/09,11,22287.00,6000.00,"10,151","125,472",533.91,16016.04,19,1293.45,R467,Ford Mustang Mach-E AWD Extended,36000,90,EV
30263,2009 FORD CROWN VICTORIA',ICE,Bureau of Corrections,10080801,4/27/09,11,22287.00,6000.00,"4,498","175,175",568.83,22853.70,19,573.14,R468,Ford Mustang Mach-E AWD Extended,36000,90,EV
30264,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/13/09,11,22287.00,6000.00,"7,846","118,838",1685.29,16989.41,19,999.75,R469,Ford Mustang Mach-E AWD Extended,36000,90,EV
30269,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/14/09,11,22287.00,6000.00,"12,977","102,858",2569.04,13744.35,19,1653.54,R470,Ford Mustang Mach-E AWD Extended,36000,90,EV
30275,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,4/29/09,11,22287.00,6000.00,"4,816","126,730",71.59,13107.82,19,613.66,R471,Ford Mustang Mach-E AWD Extended,36000,90,EV
30278,2009 FORD CROWN VICTORIA',ICE,Police Department - Community Resources,10151508,5/26/09,11,22287.00,6000.00,"5,322","107,570",1883.68,17253.40,19,678.13,R472,Ford Mustang Mach-E AWD Extended,36000,90,EV
30280,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/26/09,11,22287.00,6000.00,"3,391","141,157",331.60,13530.09,19,432.08,R473,Ford Mustang Mach-E AWD Extended,36000,90,EV
30281,2009 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,5/8/09,11,22287.00,6000.00,"13,009","130,736",1109.60,18280.47,19,1657.62,R474,Ford Mustang Mach-E AWD Extended,36000,90,EV
30284,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/14/09,11,22287.00,6000.00,"7,171","61,787",301.64,5292.40,19,913.74,R475,Ford Mustang Mach-E AWD Extended,36000,90,EV
30294,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/19/09,11,22287.00,6000.00,"2,503","112,170",1128.21,14123.09,19,318.93,R476,Ford Mustang Mach-E AWD Extended,36000,90,EV
30313,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/12/09,11,22287.00,6000.00,"4,520","115,940",542.43,12620.88,19,575.94,R477,Ford Mustang Mach-E AWD Extended,36000,90,EV
30314,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/8/09,11,22287.00,6000.00,"6,392","158,655",3267.90,26816.88,19,814.48,R478,Ford Mustang Mach-E AWD Extended,36000,90,EV
30317,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/13/09,11,22287.00,6000.00,"7,118","169,947",1316.96,30708.29,19,906.98,R479,Ford Mustang Mach-E AWD Extended,36000,90,EV
30326,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/27/09,11,22287.00,6000.00,"3,125","115,731",238.17,14165.42,19,398.19,R480,Ford Mustang Mach-E AWD Extended,36000,90,EV
30328,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/19/09,11,22287.00,6000.00,"8,874","116,886",2925.21,17449.04,19,1130.73,R481,Ford Mustang Mach-E AWD Extended,36000,90,EV
30331,2009 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,5/27/09,11,22287.00,6000.00,"13,780","124,217",1605.87,12529.97,19,1755.86,R482,Ford Mustang Mach-E AWD Extended,36000,90,EV
30337,2008 FORD VAN CARGO',ICE,Police Department - Administrative/Technical Services,10151502,3/18/09,11,12776.08,7000.00,"10,636","43,511",417.26,4209.00,15,1716.65,R483,Ford Transit 350HD Cargo Van,46000,66,EV
30339,2009 CHEVROLET SUBURBAN',ICE,Police Department - Operations,10151506,4/29/09,11,31798.00,5500.00,"8,886","188,438",2801.67,26331.54,16,1344.56,R484,Chevrolet Suburban,56500,18,ICE
30340,2009 CHEVROLET SUBURBAN',ICE,Police Department - Support Operations,10151507,4/29/09,11,31798.00,5500.00,"15,540","218,951",705.36,19291.94,16,2351.40,R485,Chevrolet Suburban,56500,18,ICE
30341,2009 CHEVROLET SUBURBAN',ICE,County Sheriff,10181801,4/29/09,11,31798.00,5500.00,"21,588","131,196",2493.36,18814.68,16,3266.53,R486,Chevrolet Suburban,56500,18,ICE
30342,2009 CHEVROLET SUBURBAN',ICE,Police Department - Support Operations,10151507,4/30/09,11,31798.00,5500.00,"8,909","146,352",1277.68,21479.18,16,1348.04,R487,Chevrolet Suburban,56500,18,ICE
30345,2009 CHEVROLET SUBURBAN',ICE,Police Department - Support Operations,10151507,4/30/09,11,31798.00,5500.00,"17,981","219,184",2789.30,33622.41,16,2720.75,R488,Chevrolet Suburban,56500,18,ICE
30346,2009 CHEVROLET SUBURBAN',ICE,Fire Department - Operations,10161604,4/30/09,11,31798.00,5500.00,"24,474","175,695",1765.78,16363.21,16,3703.22,R489,Chevrolet Suburban,56500,18,ICE
30347,2009 CHEVROLET SUBURBAN',ICE,Fire Department - Operations,10161604,5/5/09,11,31798.00,5500.00,"9,121","151,785",693.25,13695.83,16,1380.12,R490,Chevrolet Suburban,56500,18,ICE
30349,2009 CHEVROLET SUBURBAN',ICE,Fire Department - Operations,10161604,5/5/09,11,31798.00,5500.00,"5,984","162,730",232.65,12462.70,16,905.45,R491,Chevrolet Suburban,56500,18,ICE
30351,2009 CHEVROLET SUBURBAN',ICE,Fire Department - Operations,10161604,5/5/09,11,31798.00,5500.00,"22,798","152,148",1548.84,12003.97,16,3449.62,R492,Chevrolet Suburban,56500,18,ICE
30354,2009 CHEVROLET SUBURBAN',ICE,Police Department - Support Operations,10151507,4/29/09,11,31798.00,5500.00,"26,178","272,857",2595.87,36545.30,16,3961.06,R493,Chevrolet Suburban,56500,18,ICE
30355,2010 FORD FUSION',ICE,Police Department - Investigative Services,10151503,5/29/09,11,16649.00,6000.00,"10,327","141,473",661.05,13214.26,25,1000.07,R494,Ford Fusion,36000,103,PHEV
30360,2010 FORD FUSION',ICE,Police Department - Investigative Services,10151503,5/20/09,11,16649.00,6000.00,"7,936","147,272",601.31,15311.93,25,768.52,R495,Ford Fusion,36000,103,PHEV
